No teiku master tabulas,Garais nosaukums,Kods,Veids,,,,,,
"LP, VII, II, 64, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 64, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 64, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 66, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 66, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 66, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 66, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 66, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 67, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 67, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 69, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 70, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 70, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 12.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 14.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 19.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 20.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 21.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 22.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 71, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 72, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 734, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 74, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 745.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 5.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 75, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 11.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 14.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 3.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 5. ","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 7.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 76, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 77, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 78, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 78, 9.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 79, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II, 79, 2.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II. 48, 1, 8.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII, II. 56, 1, 6.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VII. I, 877.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VII. II, 52, 1, 10.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas"" 7. sējuma II daļa",LPA-7,apkopojums,,,,,,
"LP, VIII, I, 1017, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP. VI, 204, 13.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP. VII, I, 352, 1.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"P, VII, I, 489, 4.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
"LP, VI, 119, 5. A. Š. III, 42.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,"Švābe Arveds ""Latvju tautas pasakas""",ŠA,apkopojums,,,
"V, 384, 172.","Lerhis-Puškaitis, A. ""Latviešu tautas teikas un pasakas""",LPA,apkopojums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
K. Lielozola kr.,Lielozola K. krājums,LK,rakstu krājums,,,,,,
"K. Pētersona ""Latviešu māte ar bērnu"".","Jelgavas Latviešu biedrības Rakstniecības nodaļas rakstu krājums ""Latviešu māte ar bērnu""",LMB,rakstu krājums,,,,,,
Kr. Barona biedrības kr.,Krišjāņa Barona biedrības krājums,KBB,nepublicēti materiāli,,,,,,
Kr. Barona biedrības kr.,Krišjāņa Barona biedrības krājums,KBB,nepublicēti materiāli,,,,,,
"""Mag. XIV. B.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"""Magazin d. lett. litt. Geselsch."" 18. Band ""Ueberdie Sprache der preussischen Letten.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"""Magazin XIV. B.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"""Magazin XIV. Bd.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"""Magazin"", XIV.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1864. g. ""Magazin XIV. B."".","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1865. g. ""Magazin d. lett. litr. Ges. XIII. Bd.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1865. g. ""Magazin"" XIV. B.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1865. g., A. Bīlenšteina kr.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1866. g. ""Magazin"" XIV.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1866. g. ""Magazin"" XIV. B.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"1866. g. Magazin XIV, B.","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
A. Bīlenšteina. kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"A. Bīlenšteins 1866. g. ""Magazin d. lett. litr. Ges. XIV. Bd.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Bīlenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Br. kr.,Brīvzemnieks Fricis krājums,BF-Krājums,apkopojums,,,,,,
Dr. A. Bilenšteina kr.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"Magazin 18. Bd, ""Die Sprache der preus. Letten"".","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"Magazin d. lett. lit. Ges. 18. B. ""Die Sprache d. preuss. Letten"".","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"Magazin d. lett. lit. Ges. 18. B. ""Die Sprache der preuss. Letten.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"Magazin d. Lettisch-Literär. Ges. XVII. B. II. St. ""Die Geschichte vom Puppau.""","Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Magazin XIV.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Magazin XIV. B.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Magazin XIV. B.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Magazin XIV. B.,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
Magazin XIV. B. ,"Magazin, herausgegeben von der Lettisch-Literärischen Gesellschaft",MLLG,rakstu krājums,,,,,,
"""Mājas Viesa"" piel. 1880. g. nr. 7.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesa"" pielikums, 1879. g. 15. dec., nr. 50.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesī"" 1889, nr. 25.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesis"" 1880. g. nr. 10.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesis"" 1880. g. nr. 15.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesis"" 1880. g. nr. 7.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesis"" 1882. g. piel. nr. 19.",Mājas Viesis,MV,periodika,,,,,,
"""Mājas Viesis"" 1891. g. 25. nr.",Mājas Viesis,MV,periodika,,,,,,
"Mājas Viesis, 1891. g. nr. 52. D. Ozoliņa ""Raganas"".",Mājas Viesis,MV,periodika,Dienas Lapa,DL,periodika,,,
V. Maldoņa kr.,Maldoņa Voldemāra krājums,MVK,apkopojums,,,,,,
"G. Mancelis, Lettische Postill, 1654, II, 236.",Mancelis Georgs. Lang-gewünschte Lettische Postill.,MG,reliģiski teksti,,,,,,
"Historia de Hattone, Episcopo Salisburgensi.","Mezger, Joseph. Historia Salisburgensis",MJ,pētījums,1692,,,,,
"Nyenstedt, Chron., 1598.","Nyenstaed Franz ""Livländische Chronik""",NF,pētījums,,,,,,
Pelēka kr.,Pelēka krājums,PK,apkopojums,,,,,,
"""Pēterburgas avīzēs"" 1862, 20.",Pēterburgas Avīzes,PA,periodika,,,,,,
V. Podis kr.,Podis V. Krājums,PVK,apkopojums,,,,,,
V. Podis krājums.,Podis V. Krājums,PVK,apkopojums,,,,,,
V. Podis krājums.,Podis V. Krājums,PVK,apkopojums,,,,,,
"Pontanus, Rer. Dan. hist. (Amstel 1631).","Pontanus Johannes Isaacus ""Rerum Danicarum historia""",JIP,pētījums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna kr.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
N. Rancāna krājums.,Rancāna Nikodema krājums,RN,apkopojums,,,,,,
"Rig. Tagebl., 1893, 165.",Rigaer Tageblatt,RT,periodika,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīg. Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rīgas Zin. Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
"Rkr. III, 109. lp.",Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
"Rkr. III, 110. 1. p.",Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
"Rkr. III, 1885, 114-117.",Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
"Rkr. III, 1885, 114.",Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rkr. III.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rkr. III.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rkr. III.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Rkr. III.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin Kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. Kom kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. Kom kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. kom.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. Kom.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. Kom. kr,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
Zin. kom. kr.,Rīgas Latviešu biedrības Zinību komisijas krājums,RLB,apkopojums,,,,,,
